classification	db_link	observation_name	SC1703-104_TTGCCC-B6TML_L001_R	SC1703-105_CAGTCT-B6TML_L001_R	SC1703-106_TTAAAT-B6TML_L001_R	SC1703-107_AATTGC-B6TML_L001_R	SC1703-108_ACTCGA-B6TML_L001_R	SC1703-109_GTTACC-B6TML_L001_R	SC1703-110_CAGATG-B6TML_L001_R	SC1703-125_TCGCGC-B6TML_L001_R	SC1703-126_TAACTT-B6TML_L001_R	SC1703-127_CTGTAA-B6TML_L001_R	SC1703-128_CCATTG-B6TML_L001_R	SC1703-129_TAGGCT-B6TML_L001_R	SC1703-130_TTCTTG-B6TML_L001_R	SC1703-131_CCGACC-B6TML_L001_R	SC1703-132_TTAGCT-B6TML_L001_R	SC1703-133_CAGAGC-B6TML_L001_R	SC1703-134_AATATG-B6TML_L001_R	SC1703-135_TGAGCA-B6TML_L001_R	SC1703-136_AATCAC-B6TML_L001_R	SC1703-137_GGTAGC-B6TML_L001_R	SC1703-138_CTCTCG-B6TML_L001_R	SC1703-145_AGCGAC-B6TML_L001_R	SC1703-146_GCCAAG-B6TML_L001_R	SC1703-147_AGGTTC-B6TML_L001_R	SC1703-148_TTTTTC-B6TML_L001_R	SC1703-149_GTCGTG-B6TML_L001_R	SC1703-150_GCTATC-B6TML_L001_R	SC1703-151_TATGCG-B6TML_L001_R	SC1703-41_TCGTTC-B6TML_L001_R	SC1703-42_GCGATG-B6TML_L001_R	SC1703-43_ATATAA-B6TML_L001_R	SC1703-44_ATACTG-B6TML_L001_R	SC1703-45_GGAGAG-B6TML_L001_R	SC1703-46_ACGAGA-B6TML_L001_R	SC1703-47_ATTACA-B6TML_L001_R	SC1703-48_TGATTT-B6TML_L001_R	SC1703-49_GGGGTG-B6TML_L001_R	SC1703-50_ACAAAA-B6TML_L001_R	SC1703-51_CTCCAG-B6TML_L001_R	SC1703-52_GGTGTT-B6TML_L001_R	SC1703-53_CGGGAG-B6TML_L001_R	SC1703-54_TGGTAG-B6TML_L001_R	SC1703-62_TGCGGG-B6TML_L001_R	SC1703-63_TCTATG-B6TML_L001_R	SC1703-64_GGACGG-B6TML_L001_R	SC1703-65_AGAGGG-B6TML_L001_R	SC1703-66_ATGAAC-B6TML_L001_R	SC1703-67_TACCTG-B6TML_L001_R	SC1703-68_CTAGAG-B6TML_L001_R	SC1703-83_CTTGCA-B6TML_L001_R	SC1703-84_CATGTT-B6TML_L001_R	SC1703-85_TGGATT-B6TML_L001_R	SC1703-86_AACGCA-B6TML_L001_R	SC1703-87_TTCGAG-B6TML_L001_R	SC1703-88_AAGCTA-B6TML_L001_R	SC1703-89_AGTTTG-B6TML_L001_R	SC1703-90_TCCCCA-B6TML_L001_R	SC1703-91_AACTAG-B6TML_L001_R	SC1703-92_GTTCGC-B6TML_L001_R	SC1703-93_TGCCTT-B6TML_L001_R	SC1703-94_ATAAGA-B6TML_L001_R	SC1703-95_CACACT-B6TML_L001_R	SC1703-96_ACAGTT-B6TML_L001_R
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.373	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.373	EC:1.1.1.373	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.38	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.38	EC:1.1.1.38	6470	13056	12950	17026	8565	4875	9154	7545	19639	37577	31298	33999	16936	34054	17960	13655	12412	26540	14845	16008	22488	7758	5535	6275	9446	4950	7747	4279	10753	4867	11133	12934	10460	6463	17462	15518	13572	7628	14634	15287	11243	17725	10280	12176	7438	11358	16055	8484	12498	10952	11413	19741	16029	21788	11049	14402	20187	29024	31234	26725	22310	27612	20702
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.380	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.380	EC:1.1.1.380	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.381	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.381	EC:1.1.1.381	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.40	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.40	EC:1.1.1.40	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.41	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.41	EC:1.1.1.41	14	16	18	11	49	60	44	227	7500	22187	17526	19048	11102	20612	0	0	94	77	0	2	39	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	5369	1	3	2	33	2	2	3	27	8	10
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.42	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.42	EC:1.1.1.42	7430	14340	13470	18152	8928	5089	10640	6276	11661	10905	12801	14512	4211	12272	20303	13701	15954	29274	23520	16370	24114	8715	5708	6346	9920	4960	8533	4666	10195	4605	10858	10294	10394	5944	16590	19680	14366	9904	15836	19081	13477	17927	11798	13064	10154	12279	17693	9887	15481	9608	9631	19159	7598	20322	10090	11236	33559	31616	31924	28048	22331	27330	23098
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.44	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.44	EC:1.1.1.44	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.49	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.49	EC:1.1.1.49	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.57	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.57	EC:1.1.1.57	2270	2003	2882	4050	2308	1450	3438	3168	11428	29720	22166	21334	14945	24877	10795	7476	7524	21984	5555	9356	10813	5795	1699	1968	4682	1937	1949	1778	3566	2418	4027	7548	3028	4228	5122	6718	6447	5490	6228	8013	5683	7253	2070	2754	2490	1360	5543	2133	2966	5052	3962	3262	12140	6000	3149	5154	9336	12022	16206	9968	11064	11908	9656
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.58	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.58	EC:1.1.1.58	1292	1817	2852	2933	1480	1379	3150	3987	4404	12029	5632	2729	5487	5454	9646	7612	7304	22122	4877	10129	10628	5150	1030	1694	4400	1772	1399	786	4123	2680	4306	10175	3096	4749	5986	4328	6894	4462	2599	2220	2400	3669	1228	2718	1900	1042	2043	1966	3170	6431	5755	3869	9894	7488	4118	8318	9200	12246	17168	9419	11354	11544	10124
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.6	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.6	EC:1.1.1.6	1208	2485	4543	3720	1840	2175	2672	8327	10328	23352	12795	12894	8637	12797	7233	7217	7490	5896	12027	10656	9622	324	2304	358	1572	466	721	168	8814	2762	6686	16755	7520	6829	15160	13031	8472	4400	9082	8219	5784	6671	2367	6694	2430	2424	4193	3188	3832	11754	13807	15474	17446	21880	10558	21900	17971	23609	15497	24200	17496	16564	16361
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.60	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.60	EC:1.1.1.60	4630	13034	12758	16302	7934	4040	7497	7318	16428	6474	16800	22442	2548	15258	14404	10864	8855	8010	17246	12071	18676	2410	5696	4604	5454	3561	6536	2656	12960	3885	10888	9713	15133	9274	22662	17022	11458	8054	15916	13142	8264	11295	9112	12662	6382	10940	12458	8603	10654	11257	12444	25656	7189	30569	12654	15538	19683	31082	16842	34074	22940	25227	20300
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.61	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.61	EC:1.1.1.61	1208	2485	4543	3720	1840	2175	2672	8327	10328	23352	12795	12894	8637	12797	7233	7217	7490	5896	12027	10656	9622	324	2304	358	1572	466	721	168	8814	2762	6686	16755	7520	6829	15160	13031	8472	4400	9082	8219	5784	6671	2367	6694	2430	2424	4193	3188	3832	11754	13807	15474	17446	21880	10558	21900	17971	23609	15497	24200	17496	16564	16361
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.69	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.69	EC:1.1.1.69	3442	5901	5544	7228	3909	3116	6698	7494	19600	37540	31220	33952	16923	34035	15292	11308	12124	25982	14413	15108	17095	6251	2779	2889	5840	2289	3143	2175	10748	4860	11130	12930	10456	6461	17452	15410	13567	7624	14613	15274	11156	17709	4460	11566	6240	6355	9878	6245	6591	10914	10817	19714	15943	21770	11014	14384	19963	27870	28668	26336	22227	27448	20446
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.77	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.77	EC:1.1.1.77	1704	3902	2654	3816	2060	1676	5062	1984	3574	3262	3806	2472	2278	3436	9177	6470	6286	21352	3510	8612	9623	5483	748	2378	4672	1966	2239	1078	3363	2874	3785	4903	3682	4045	4442	2333	5688	4432	2213	1509	1684	3503	2293	7466	4298	4568	4041	4528	4642	3830	2589	2841	4071	4772	2466	2263	5744	8613	13666	6288	8704	9856	7358
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.79	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.79	EC:1.1.1.79	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.81	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.81	EC:1.1.1.81	274	508	1185	1185	682	475	1012	1233	1204	5327	1857	1167	2034	2199	2768	1713	1268	808	1313	2212	1971	191	744	96	470	274	317	52	1947	1214	2759	4616	1006	3381	2294	1600	1608	2466	671	912	792	460	710	1760	780	607	1271	1272	1053	2625	3199	1487	4849	3030	1869	3952	2085	3172	2686	3656	2488	2242	2382
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.83	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.83	EC:1.1.1.83	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.85	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.85	EC:1.1.1.85	7794	14692	14498	18682	9257	5825	11316	8613	20143	42092	32339	34456	18607	35266	20949	15065	17590	30372	25198	18836	25569	8738	6105	6398	10368	5024	8633	4689	11313	5132	11420	15588	10536	6996	18342	21724	15590	10110	16374	19823	14241	18469	12514	14802	10746	12976	18866	10623	16735	12376	13233	20386	19243	23320	12049	17588	37314	35520	35702	31361	25068	29160	25940
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.86	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.86	EC:1.1.1.86	7444	14356	13488	18162	8977	5149	10684	6503	19161	33092	30327	33560	15313	32884	20303	13701	16048	29352	23520	16372	24153	8716	5709	6346	9920	4960	8533	4667	10195	4606	10858	10294	10394	5944	16592	19680	14366	9904	15836	19081	13477	17927	11798	13064	10154	12280	17694	9887	15481	9608	9633	19160	12967	20322	10093	11238	33592	31618	31926	28051	22358	27338	23108
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.88	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.88	EC:1.1.1.88	175	168	505	260	140	338	316	1055	491	4500	1006	448	1647	1191	323	682	771	510	839	1232	708	11	198	26	224	32	50	11	559	263	281	2647	71	526	875	1022	612	103	269	371	382	271	358	869	296	348	586	368	627	1384	1800	613	3138	1499	978	3175	1861	1951	1888	1655	1355	911	1416
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.9	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.9	EC:1.1.1.9	350	336	1010	520	280	676	632	2110	982	9000	2012	896	3294	2382	646	1364	1542	1020	1678	2464	1416	22	396	52	448	64	100	22	1118	526	562	5294	142	1052	1750	2044	1224	206	538	742	764	542	716	1738	592	696	1172	736	1254	2768	3600	1226	6276	2998	1956	6350	3722	3902	3776	3310	2710	1822	2832
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.93	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.93	EC:1.1.1.93	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.94	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.94	EC:1.1.1.94	7444	14356	13488	18162	8977	5149	10684	6503	19161	33092	30327	33560	15313	32884	20303	13701	16048	29352	23520	16372	24153	8716	5709	6346	9920	4960	8533	4667	10195	4606	10858	10294	10394	5944	16592	19680	14366	9904	15836	19081	13477	17927	11798	13064	10154	12280	17694	9887	15481	9608	9633	19160	12967	20322	10093	11238	33592	31618	31926	28051	22358	27338	23108
Oxidoreductases;Acting on the CH-OH group of donors;With NAD+ or NADP+ as acceptor;EC:1.1.1.95	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.1.95	EC:1.1.1.95	8508	18627	18538	23198	11104	6936	12552	17752	49492	67416	71555	84905	29985	75149	31292	23545	27266	39786	47622	29444	40409	9007	8410	6873	10992	5213	9245	4906	26840	7584	23807	21402	29628	11043	48324	44031	30910	15008	39008	38328	26212	38532	13214	19173	12142	14252	20602	11958	17549	23874	24672	59098	24914	63020	28189	33848	62731	74416	56522	73746	54016	65020	51888
Oxidoreductases;Acting on the CH-OH group of donors;With a cytochrome as acceptor;EC:1.1.2.3	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.2.3	EC:1.1.2.3	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With oxygen as acceptor;EC:1.1.3.15	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.3.15	EC:1.1.3.15	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
Oxidoreductases;Acting on the CH-OH group of donors;With a quinone or similar compound as acceptor;EC:1.1.5.2	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.5.2	EC:1.1.5.2	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on the CH-OH group of donors;With a quinone or similar compound as acceptor;EC:1.1.5.3	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.5.3	EC:1.1.5.3	2569	3022	4922	6826	3932	1861	5527	3702	13566	32202	24720	23490	16106	27900	18131	10568	9014	22877	6978	12296	14602	6334	3336	2178	5421	2664	2750	1902	7730	5272	11462	13456	5832	12794	9380	8452	9436	12580	7435	9635	6912	7820	3126	5428	3943	2136	7597	4844	4244	8776	8160	5885	17273	10594	5823	7484	10008	15686	18600	15972	14464	15903	12555
Oxidoreductases;Acting on the CH-OH group of donors;With a quinone or similar compound as acceptor;EC:1.1.5.4	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.5.4	EC:1.1.5.4	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
unknown	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.5.6	EC:1.1.5.6	199	680	1360	1850	1083	274	1393	356	1426	1654	1702	1438	774	2016	4890	2062	993	595	948	1960	2526	360	1092	140	493	485	534	82	2776	1903	4956	3938	1869	5710	2839	1156	1993	4727	804	1082	820	378	704	1783	969	518	1370	1807	852	2482	2798	1748	3422	3063	1782	1554	448	2442	1596	4002	2267	2663	1932
Oxidoreductases;Acting on the CH-OH group of donors;With NA physiological acceptors;EC:1.1.99.1	https://www.genome.jp/dbget-bin/www_bget?EC:1.1.99.1	EC:1.1.99.1	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
unknown	https://www.genome.jp/dbget-bin/www_bget?EC:1.10.2.2	EC:1.10.2.2	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
unknown	https://www.genome.jp/dbget-bin/www_bget?EC:1.11.1.15	EC:1.11.1.15	9706	16666	15598	21310	10566	6299	15374	4011	13452	34751	25186	25080	16120	29108	27353	14442	22716	33540	36139	18010	26606	10925	6777	6522	11602	5466	10535	5475	8342	6017	13024	12698	6044	10324	10072	23861	14756	17866	12248	22669	16065	14124	16028	16904	16684	14913	22935	14791	23282	8580	9064	9438	16496	10600	7143	7566	56130	30517	33422	24091	17844	20600	24370
Oxidoreductases;Acting on a peroxide as acceptor;Peroxidases;EC:1.11.1.21	https://www.genome.jp/dbget-bin/www_bget?EC:1.11.1.21	EC:1.11.1.21	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on a peroxide as acceptor;Peroxidases;EC:1.11.1.5	https://www.genome.jp/dbget-bin/www_bget?EC:1.11.1.5	EC:1.11.1.5	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
Oxidoreductases;Acting on a peroxide as acceptor;Peroxidases;EC:1.11.1.6	https://www.genome.jp/dbget-bin/www_bget?EC:1.11.1.6	EC:1.11.1.6	1248	1808	1724	2321	1094	749	2542	191	726	842	886	728	411	1029	5111	1759	4904	3618	9988	2577	3636	1149	918	167	944	284	1103	440	1389	954	2484	1977	940	2862	1424	5762	2402	4742	1873	4706	3026	662	2228	2648	3498	1529	2910	2674	4036	1282	1419	906	1787	1566	913	788	15490	5766	3378	4982	2536	1970	4788
Oxidoreductases;Acting on a peroxide as acceptor;Peroxidases;EC:1.11.1.9	https://www.genome.jp/dbget-bin/www_bget?EC:1.11.1.9	EC:1.11.1.9	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on hydrogen as donor;With NAD+ or NADP+ as acceptor;EC:1.12.1.3	https://www.genome.jp/dbget-bin/www_bget?EC:1.12.1.3	EC:1.12.1.3	14567	23717	26885	36253	18501	8564	11334	7013	26239	98372	60742	64333	42287	73165	17979	13091	9086	6205	12609	10863	24282	7204	12727	11491	13992	8929	16460	10376	7722	4230	13356	16812	1573	2699	10099	19914	9958	6050	18887	29658	21570	30869	24127	9793	8614	19414	37807	10699	22549	9206	14453	15487	32616	10996	10446	17508	18106	23106	35961	20083	11739	21591	14609
Oxidoreductases;Acting on hydrogen as donor;With a quinone or similar compound as acceptor;EC:1.12.5.1	https://www.genome.jp/dbget-bin/www_bget?EC:1.12.5.1	EC:1.12.5.1	3444	4404	3132	4188	1656	1836	5538	39	39	45	105	27	72	63	7998	2184	13221	9963	28542	4791	7119	2907	1116	291	2091	126	2508	1197	3	6	18	24	18	21	12	15552	4218	7137	4413	12495	7848	1419	5628	5271	9039	3810	6675	5313	10830	123	60	96	228	102	66	33	45798	13635	7740	8943	4209	1914	11466
Oxidoreductases;Acting on hydrogen as donor;With NA physiological acceptors;EC:1.12.99.6	https://www.genome.jp/dbget-bin/www_bget?EC:1.12.99.6	EC:1.12.99.6	398	1359	2720	3700	2166	548	2786	713	2851	3309	3405	2875	1547	4031	9781	4123	1986	1190	1897	3920	5053	719	2183	280	986	970	1069	165	5551	3806	9913	7876	3738	11421	5678	2313	3986	9454	1609	2163	1639	756	1408	3566	1938	1035	2739	3614	1705	4964	5597	3497	6844	6126	3565	3108	896	4885	3192	8005	4534	5326	3865
Oxidoreductases;Acting on single donors with incorporation of molecular oxygen (oxygenases);With incorporation of two atoms of oxygen;EC:1.13.11.16	https://www.genome.jp/dbget-bin/www_bget?EC:1.13.11.16	EC:1.13.11.16	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on single donors with incorporation of molecular oxygen (oxygenases);With incorporation of one atom of oxygen (internal monooxygenases or internal mixed-function oxidases);EC:1.13.12.16	https://www.genome.jp/dbget-bin/www_bget?EC:1.13.12.16	EC:1.13.12.16	1148	1468	1044	1396	552	612	1846	13	13	15	35	9	24	21	2666	728	4407	3321	9514	1597	2373	969	372	97	697	42	836	399	1	2	6	8	6	7	4	5184	1406	2379	1471	4165	2616	473	1876	1757	3013	1270	2225	1771	3610	41	20	32	76	34	22	11	15266	4545	2580	2981	1403	638	3822
Oxidoreductases;Acting on paired donors, with incorporation or reduction of molecular oxygen;With 2-oxoglutarate as one donor, and incorporation of one atom of oxygen into each donor;EC:1.14.11.17	https://www.genome.jp/dbget-bin/www_bget?EC:1.14.11.17	EC:1.14.11.17	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
Oxidoreductases;Acting on paired donors, with incorporation or reduction of molecular oxygen;With 2-oxoglutarate as one donor, and incorporation of one atom of oxygen into each donor;EC:1.14.11.33	https://www.genome.jp/dbget-bin/www_bget?EC:1.14.11.33	EC:1.14.11.33	100	340	680	925	542	137	696	178	713	827	851	719	387	1008	2445	1031	496	298	474	980	1263	180	546	70	246	242	267	41	1388	952	2478	1969	934	2855	1420	578	996	2364	402	541	410	189	352	892	484	259	685	904	426	1241	1399	874	1711	1532	891	777	224	1221	798	2001	1134	1332	966
